"ID_Vaca","Grupo","Estatus","DIM","Leche_AM","Leche_Total","Leche_Anterior","Variacion","CCS","Casos_Mastitis","Ultimo_Tratamiento","Proxima_Revision","Ultimo_Evento_Vet","Toro","Cant_Insem","Fecha_Insem","Dias_Faltan","IEP","Servicios","Categoria","Estatus_Repro","Conteo_Mastitis","Año","Mes","Ubicacion"
"3124","14","Preñ","355","17.81","37","37.2","-0.12","6480","1","NEO4+ENRO6","5-02-26","SECADO",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3154","14","Preñ","329","18.29","36.5","36.3","-0.28","5236",NA,NA,"26-02-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3165","14","Vacia","326","25.78","50.5","48","0.69","5923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3166","14","Preñ","353","20.02","38.3","36.9","-0.02","6129",NA,NA,"25-02-26","VACUNA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3168","14","Preñ","362","18.68","36.8","35.2","0.31","5513",NA,NA,"12-03-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3170","14","Insem","317","21.14","39.6","39.1","0.65","4619","1","BIO4+ENR7+ANT5",NA,NA,"WISEUP","2","3-09-25",NA,"395","2","Vaca","Inseminada/Preñada","1",2025,"Julio","7PULILI"
"3177","14","Insem","279","23.6","44.2","41.5","0.06","3403","1","NEO4+ENRO6",NA,NA,"WISEUP","1","22-09-25",NA,"376","1","Vaca","Inseminada/Preñada","1",2025,"Julio","7PULILI"
"3189","14","Preñ","310","23.4","45.7","44.1","0.02","5173",NA,NA,"12-03-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3193","14","Insem","301","17.02","33.7","35.1","-0.57","4224",NA,NA,NA,NA,"WISEUP","1","1-09-25",NA,"377","1","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3199","14","Insem","353","16.45","30.1","28.1","-0.39","5796",NA,NA,NA,NA,"INDEPENDANT","4","13-09-25",NA,"441","4","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3202","14","Insem","291","19.65","37.8","36.3","-0.32","3573",NA,NA,NA,NA,"WISEUP","1","15-09-25",NA,"381","1","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3205","14","Preñ","346","20.27","40","37.7","-0.31","6080",NA,NA,"9-02-26","SECADO",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3209","14","Preñ","329","21.61","42.2","38.6","-0.23","5560",NA,NA,"26-02-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3211","14","Insem","330","17.74","34.5","33.6","0.42","4277",NA,NA,NA,NA,"INDEPENDANT","3","1-09-25",NA,"406","3","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3215","14","Insem","303","24.86","46.3","43.5","-0.27","4729","1","NEO4+ENRO7",NA,NA,"WISEUP","1","25-08-25",NA,"372","1","Vaca","Inseminada/Preñada","1",2025,"Julio","7PULILI"
"3236","14","Insem","276","19.97","37.4","37.8","-0.31","3058",NA,NA,NA,NA,"WISEUP","1","22-09-25",NA,"373","1","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"2894","15","Alta","223","27.08","55","50.8","-0.07","1112","1","BIOF3+ENRO6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"2956","15","Alta","226","21.41","44.8","44.1","-0.1","1428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3081","15","Vacia","259","22.86","44.2","40.5","-0.67","3123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3090","15","Insem","269","23.83","47.6","40.9","-0.06","3724",NA,NA,NA,NA,"WISEUP","1","12-09-25",NA,"356","1","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3096","15","Vacia","273","20.33","40.6","40.1","-0.3","3315","2","NEO4+ENRO6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","2",2025,"Julio","7PULILI"
"3125","15","Alta","227","22.66","45.7","43.3","-0.28","1049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3192","15","Insem","274","17.74","38.1","36.1","0.1","3026",NA,NA,NA,NA,"INDEPENDANT","1","22-09-25",NA,"371","1","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3200","15","Vacia","272","21.33","46","42.5","-0.06","2900","1","BIO4+ENRO6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3212","15","Insem","273","26.27","49.6","45.2","0.24","3354","2","NEO4+ENRO8                            +ANTIMAST4",NA,NA,"WISEUP","1","12-09-25",NA,"360","1","Vaca","Inseminada/Preñada","2",2025,"Julio","7PULILI"
"3214","15","Vacia","261","22.76","44.6","41.4","-0.24","2870","1","NEO4+ENRO6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3218","15","Vacia","273","23.98","48.2","47.6","0.08","3424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3221","15","Insem","274","23.38","47.3","43.6","-0.08","3466",NA,NA,NA,NA,"INDEPENDANT","1","22-09-25",NA,"371","1","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3242","15","Vacia","267","21.51","41.1","38.5","0.23","2773","1","BIO4+ENRO6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3247","15","Alta","222","23.8","49.8","47.9","-1.2","1134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3250","15","Insem","272","21.97","43.9","42.3","0.09","3254",NA,NA,NA,NA,"INDEPENDANT","1","12-09-25",NA,"359","1","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"2805","16","Vacia","256","20.1","41.2","38","-0.56","2595","8","NEO4+ENR7+ANTI5",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","8",2025,"Julio","7PULILI"
"2969","16","Alta","233","26.96","55.5","52.1","-0.01","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3033","16","Vacia","254","23.35","47.7","46.4","-0.23","2565","2","AI           BIO4+ENRO7",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","2",2025,"Julio","7PULILI"
"3052","16","Alta","252","22.89","43.6","41.9","-0.59","2439","1","BIO4+ENRO6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3080","16","Vacia","258","21.98","45.9","46.8","-0.06","2231","2","NEO+ENR+ME4+GE5",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","2",2025,"Julio","7PULILI"
"3094","16","Alta","249","24.48","50.8","49.9","0.58","2520","3","MEL4+ENRO7",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","3",2025,"Julio","7PULILI"
"3106","16","Alta","237","25.31","49.8","46","-0.57","2135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3107","16","Vacia","257","15.18","33.5","31.6","-0.77","5214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3152","16","Alta","244","27.08","52.4","49.1","-0.38","2436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3184","16","Vacia","256","20.7","43.3","41.5","-0.01","2924","1","NEO3+ENRO6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3203","16","Alta","233","21.42","42.5","39.8","-0.1","1470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3224","16","Alta","249","21.78","42.6","40.3","-0.53","2400","1","NEO4+ENRO6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3227","16","Vacia","255","18.64","38.1","38.5","0.08","2373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3244","16","Alta","241","21.97","44.5","42.7","-0.46","1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3246","16","Insem","264","18.26","36.9","34.8","-0.56","2574","1","NEO4+ERNO7+ANT4",NA,NA,"INDEPENDANT","1","19-09-25",NA,"358","1","Vaca","Inseminada/Preñada","1",2025,"Julio","7PULILI"
"3255","16","Alta","231","22.31","42.7","43.2","-0.11","1526","2","BIO4+ENRO6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","2",2025,"Julio","7PULILI"
"3259","16","Alta","249","19.28","38.5","36.8","0.58","2122","1","BIO4+ENRO6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3261","16","Alta","240","20.81","42.2","41.1","-0.31","2117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3262","16","Alta","237","21.91","44.4","40.5","-1.43","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"2770","17","Insem","277","18.6","40.8","41.5","0.57","1274","23","NEO4+ANTIMAS5",NA,NA,"WISEUP","1","22-09-25",NA,"374","1","Vaca","Inseminada/Preñada","23",2025,"Julio","7PULILI"
"2843","17","Matar","348","18.22","40.1","42.3","-0.25","6477","2","NEO4+ERNO6",NA,NA,NA,NA,NA,NA,"0","1","Vaca","Abierta/Vacia","2",2025,"Julio","7PULILI"
"2886","17","Vacia","259","10.83","30.4","32.2","0.04","2329","3","NEO4+ERNO5",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","3",2025,"Julio","7PULILI"
"2891","17","Alta","216","18.03","38.1","44.1","0.43","646","6","BIO4+ENRO6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","6",2025,"Julio","7PULILI"
"2927","17","Vacia","265","14.83","33.7","37.5","-0.14","2282","9","NEO4+ANTIMAS6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","9",2025,"Julio","7PULILI"
"3041","17","Insem","310","19.6","41.6","45.7","-0.19","5188","2","NEO4+ENRO6",NA,NA,"INDEPENDANT","2","10-09-25",NA,"395","2","Vaca","Inseminada/Preñada","2",2025,"Julio","7PULILI"
"3111","17","Alta","239","22.4","53.8","47.5","-0.22","1878","2","BIO5+ENRO5",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","2",2025,"Julio","7PULILI"
"3120","17","Preñ","377","15.6","36.5","37.3","0.35","6188","4","NEO4+ENR6+ANT1","12-03-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","4",2025,"Julio","7PULILI"
"3280","17","Preñ","441","13.89","34","34.5","-0.19","8656",NA,NA,"9-02-26","VACUNA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3323","17","Preñ","417","11.35","25.6","28.8","-0.44","6730","3","MEL3+ANTIMAS6","19-01-26","SECADO",NA,NA,NA,"6",NA,NA,"Vaca","Abierta/Vacia","3",2025,"Julio","7PULILI"
"3393","17","Alta","217","13.8","33","34.7","1.07","410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"2991","18","Preñ2","528","16.26","31.3","30","0","12929","2","NE+EN4+GE+ME+A6",NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","2",2025,"Julio","7PULILI"
"3174","18","Preñ","518","14.43","27.2","25.1","-0.49","9718","1","BIO4+ENRO7","14-02-26","PREPARTO",NA,NA,NA,"-8",NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3207","18","Preñ2","611","7.22","14.8","15.5","-0.52","12928",NA,NA,"21-01-26","PARTO",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3231","18","Preñ2","468","16.4","32.4","31.2","-0.28","7545","2","NEO4+ENRO6","20-01-26","PREPARTO",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","2",2025,"Julio","7PULILI"
"3276","18","Preñ","437","19.61","38.3","34.9","0.42","7152",NA,NA,"26-02-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3286","18","Preñ2","446","18.05","36.7","34.9","0.21","7765","1","NEO4+ENRO7","18-01-26","PARTO",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3288","18","Preñ2","448","16.35","32.9","32.8","0.09","7626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3289","18","Preñ2","460","14.44","30.2","30.7","0.24","7819","1","NEO4+ENRO6","31-01-26","PREPARTO",NA,NA,NA,"-22",NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3290","18","Preñ","491","15.66","32.8","31.1","0.12","8707",NA,NA,"16-02-26","PREPARTO",NA,NA,NA,"-6",NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3292","18","Abort","436","18.89","38.6","37.7","-0.06","7560","1","NEO4+ENRO6","29-01-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3295","18","Preñ2","469","15.1","30.3","28.9","-0.14","7167",NA,NA,"21-01-26","VACUNA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3297","18","Preñ2","473","10.82","23","21.6","0.29","7447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3299","18","Preñ2","443","15.82","32.7","32.2","0.54","6853",NA,NA,"17-01-26","VACUNA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3306","18","Preñ2","429","16.6","32.6","30.6","-0.3","6758",NA,NA,"25-01-26","PARTO",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3307","18","Preñ2","433","15.69","29.6","29.7","0.56","6248","1","NEO4+ENRO6","25-01-26","PARTO",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"3311","18","Preñ","434","12.31","25","22.4","-0.65","5986",NA,NA,"26-01-26","VACUNA",NA,NA,NA,"13",NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3319","18","Preñ2","431","16.51","34.7","34.2","-0.18","7159",NA,NA,"25-01-26","PARTO",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3322","18","Preñ2","416","16.18","32.9","31.7","0.09","6333",NA,NA,"25-01-26","VACUNA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3332","18","Preñ","351","16.6","31.3","29.4","0.01","3429",NA,NA,"26-02-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3341","18","Preñ","376","18.17","36.2","34.9","-0.72","5290",NA,NA,"12-03-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3351","18","Preñ","365","16.48","33.1","29.3","0","4321",NA,NA,"12-03-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3352","18","Preñ","361","15.29","31.6","31.3","-0.1","4189",NA,NA,"12-02-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3298","19","Preñ","316","18.79","38.5","38.1","0.15","3707",NA,NA,"12-03-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3308","19","Preñ","340","18.37","36.9","36.2","-0.05","4711",NA,NA,"12-03-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3339","19","Insem","284","17","33.9","32.2","0.37","2041",NA,NA,NA,NA,"INDEPENDANT","2","23-09-25",NA,"382","2","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3340","19","Preñ","325","17.91","34.8","34.1","-0.43","4223",NA,NA,"26-02-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3346","19","Insem","297","20.48","41","37.9","-0.24","2929",NA,NA,NA,NA,"INDEPENDANT","1","1-09-25",NA,"373","1","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3350","19","Preñ","337","15.27","29.9","28.7","-0.09","3968",NA,NA,"12-02-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3353","19","Vacia","311","20.77","43.2","42","0","4545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3354","19","Preñ","322","21.13","42.9","40.7","0.06","4923",NA,NA,"12-03-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3356","19","Preñ","348","15.6","30.8","30.5","0","4462",NA,NA,"26-02-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3358","19","Preñ","333","14.89","28.9","26","0.51","4082",NA,NA,"19-02-26","VACUNA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3360","19","Preñ","328","18.5","37.1","35.4","-0.14","4400",NA,NA,"12-03-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3363","19","Preñ","312","11.52","21.2","26.1","-0.75","3262",NA,NA,"12-03-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3364","19","Insem","306","19.18","38","36.4","0.34","3756",NA,NA,NA,NA,"DOC","1","25-08-25",NA,"375","1","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3369","19","Preñ","325","18.74","38.2","38","0.18","4365",NA,NA,"26-02-26","AVF BOVIS PREPA",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3372","19","Insem","302","17.39","35.1","33.8","-0.19","3467",NA,NA,NA,NA,"DOC","1","25-08-25",NA,"371","1","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3376","19","Insem","298","17.57","34.9","35.8","-0.59","3038",NA,NA,NA,NA,"WISEUP","2","23-09-25",NA,"396","2","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3379","19","Insem","292","18.04","38.7","38.6","0.18","2488",NA,NA,NA,NA,"INDEPENDANT","1","8-09-25",NA,"375","1","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"3380","19","Insem","293","21.36","41","40.6","1.16","3095",NA,NA,NA,NA,"INDEPENDANT","1","15-09-25",NA,"383","1","Vaca","Inseminada/Preñada","0",2025,"Julio","7PULILI"
"2869","25","Preñ","579","14.08","29.2","25.4","0.16","11790","1","BIO+ENRO4+MULT5","23-02-26","PREPARTO",NA,NA,NA,"1",NA,NA,"Vaca","Abierta/Vacia","1",2025,"Julio","7PULILI"
"2912","25","Preñ","573","17.18","35.3","32.1","-0.17","13085",NA,NA,"15-02-26","PREPARTO",NA,NA,NA,"-7",NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"2987","25","Preñ","577","13.19","27.5","22.6","-0.61","11490",NA,NA,"7-02-26","PREPARTO",NA,NA,NA,"-15",NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3058","25","Preñ2","655","13.64","24.8","24.3","-0.99","16108","2","NEO4+ENRO7","16-01-26","PREPARTO",NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","2",2025,"Julio","7PULILI"
"3197","25","Preñ2","694","12.26","25.6","24.2","0.16","13371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca","Abierta/Vacia","0",2025,"Julio","7PULILI"
"3251","25","Insem","540","15.9","32.2","29.6","-0.01","9201","1","BIO4+ENRO6",NA,NA,"PASSPORT","4","15-09-25",NA,"630","4","Vaca","Inseminada/Preñada","1",2025,"Julio","7PULILI"
